institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.049	0.111	0.044	0.062	0.026	0.159	0.134	0.105	0.311	1.000
1	0.095	0.199	0.067	0.088	0.033	0.173	0.101	0.065	0.180	1.000
2	0.101	0.210	0.071	0.089	0.037	0.170	0.106	0.070	0.146	1.000
3	0.095	0.223	0.068	0.089	0.028	0.156	0.091	0.069	0.182	1.000
4	0.101	0.209	0.061	0.068	0.031	0.136	0.094	0.067	0.234	1.000
5	0.082	0.135	0.038	0.052	0.021	0.114	0.093	0.078	0.385	1.000
