institution_count	pct_pop_18_to_64_latinx	pct_pop_18_to_64_white	pct_pop_18_to_64_black	pct_pop_18_to_64_all
0	1.0023966177658494	1.0091725759858652	0.9979065994684654	1.0035289942648553
1	0.974333945956006	0.9323100496820452	0.9723158644962194	0.9595850722393624
2	0.8409728188382521	0.723413520100728	0.8566003179807388	0.7950447573157167
3	0.6471021114645689	0.45022653853150585	0.6240120732243564	0.551748484154029
4	0.5187070573512927	0.35941862595955704	0.4714176442088887	0.4309602970454652
5	0.33933766982152813	0.263575511556915	0.30627124881537593	0.2947415605534636
6	0.1860305358953896	0.12418574762170119	0.17391797468554318	0.15442300625120128
7	0.009236590302560063	0.0032293258541539636	0.006767055044662613	0.006460935726767499
