institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.174	0.045	0.313
1	0.046	0.186	0.038	0.332
2	0.059	0.234	0.050	0.412
3	0.064	0.381	0.055	0.668
4	0.065	0.425	0.072	0.655
5	0.073	0.389	0.107	0.684
6	0.077	0.304	0.116	0.608
7	0.113	0.345	0.064	0.721
