institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.058	0.129	0.048	0.066	0.027	0.158	0.127	0.097	0.291	1.000
1	0.103	0.190	0.069	0.070	0.028	0.133	0.087	0.064	0.255	1.000
