institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.181	0.045	0.323
1	0.047	0.156	0.051	0.311
2	0.043	0.137	0.073	0.317
3	0.069	0.222	0.022	0.357
