institution_count	pct_pop_18_to_64_latinx	pct_pop_18_to_64_white	pct_pop_18_to_64_black	pct_pop_18_to_64_all
0	1.0023966177658497	1.0091725759858652	0.9979065994684656	1.003528994264855
1	0.9626465732891691	0.8922967926140445	0.9681722440525785	0.938974209997777
2	0.9279805117366969	0.8141973971514983	0.9449229322805529	0.8917858352380135
3	0.9039043252169405	0.7744555400118788	0.9289643559914794	0.8642764324156482
4	0.8869170210175524	0.7480555968796665	0.9142685623771226	0.8447007988688975
5	0.8592967051402299	0.6984119942480337	0.895153197355937	0.8101713027874685
6	0.8269082240603696	0.6579292257859488	0.8648054776098478	0.775889139419937
7	0.8024513450687748	0.6223847242832153	0.8401869386152562	0.7476196024010999
8	0.7712519574424115	0.5468538105941303	0.8112117215738401	0.6995668011738275
9	0.7361547752905797	0.4765027396701953	0.773988168587858	0.649709474180662
10	0.6984941622826013	0.4224678323677211	0.7360230406384124	0.6053256538071218
11	0.6804698941334147	0.39496605772933135	0.7162666863448613	0.5822781556177911
12	0.6685716881497467	0.37874897530948515	0.7007956553980503	0.5673867979502379
13	0.6575853961997193	0.3641300834040573	0.6890502449159862	0.5543679168415397
14	0.6483190159584158	0.35030695379352217	0.6778475294778122	0.5422046042387385
15	0.6363736302800742	0.33376823437196357	0.6585785248235062	0.5261965211851363
16	0.619251202292971	0.31452902743113575	0.6284649882867624	0.5038203226706883
17	0.607012613760948	0.30383306961004997	0.6113726492851911	0.4909778949986316
18	0.5919647271944637	0.291965152819068	0.5879414278865691	0.47411148031351075
19	0.5706646311294173	0.28054403032883846	0.5708505691109205	0.4571214778957153
20	0.5399208360703199	0.2639903485804483	0.5418403869585309	0.4297670539293321
21	0.5217520450726649	0.2550221869648586	0.5243116434050716	0.41495088255035734
22	0.49831532413478624	0.2472663575537221	0.501024416194176	0.39758584296047544
23	0.454399536925617	0.23556422434933286	0.46108515829831476	0.367789613572725
24	0.420133020939819	0.22505715739265433	0.4226989866385207	0.3420298415514533
25	0.3963042065541188	0.21613414249054133	0.396020029134853	0.32308978353348894
26	0.3746127752240861	0.20688944282644875	0.37079121309703	0.30581398918080605
27	0.3471731382607371	0.20049764724616834	0.3461816511124933	0.2877339167453552
28	0.3251038759916738	0.1955671599100704	0.318688994282178	0.2715188730218838
29	0.30747482420665867	0.18989527416470467	0.2878683523095543	0.2564351216916508
30	0.28122641310271024	0.18202928686570888	0.24802952115106564	0.23545544871457336
31	0.24573108741290786	0.16899830679287386	0.19782359579247186	0.20479445714115388
32	0.17240417087832954	0.13524605002630152	0.1327133568090638	0.14812792540096242
33	0.13082152810164702	0.11988539641462036	0.105380748760052	0.12064559834057965
34	0.09722948769492448	0.09906994529350838	0.08037706210894176	0.09381280982392033
35	0.06753642178400529	0.0747559235351833	0.06575463661226665	0.06942063255520366
36	0.05065591560407805	0.05652337239395737	0.04853992365134219	0.05161832757336921
37	0.03393246034544642	0.02984749474767978	0.032618961640599374	0.03112642936294854
38	0.021949453742338757	0.017858318377457483	0.02101970721115076	0.019466994608858153
39	0.01281012532841123	0.012511747215633084	0.015618855062187968	0.012894377643943269
40	0.004222086748462144	0.003535026701095742	0.007070026311093546	0.004343303305119272
41	0.00078849539509601	0.000777427454052574	0.001289560156471088	0.0008253876273758455
