institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.176	0.046	0.318
1	0.058	0.251	0.035	0.407
2	0.069	0.508	0.038	0.717
