institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.167	0.045	0.302
1	0.061	0.282	0.050	0.494
2	0.078	0.505	0.025	0.696
3	0.050	0.300	0.029	0.414
4	0.054	0.510	0.009	0.610
