institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.042	0.192	0.038	0.309
1	0.046	0.216	0.034	0.331
2	0.039	0.065	0.038	0.167
3	0.047	0.093	0.055	0.262
4	0.046	0.152	0.058	0.362
5	0.049	0.207	0.052	0.373
6	0.049	0.141	0.089	0.329
