institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.043	0.167	0.045	0.304
1	0.053	0.215	0.046	0.379
2	0.055	0.227	0.040	0.388
3	0.059	0.266	0.045	0.445
4	0.070	0.394	0.054	0.625
5	0.065	0.466	0.043	0.721
6	0.071	0.469	0.059	0.726
7	0.075	0.419	0.069	0.663
8	0.097	0.417	0.055	0.732
9	0.100	0.416	0.064	0.734
