institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.179	0.045	0.320
1	0.054	0.253	0.089	0.493
2	0.055	0.363	0.089	0.735
