institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.048	0.107	0.043	0.061	0.025	0.157	0.136	0.106	0.316	1.000
1	0.090	0.196	0.063	0.087	0.032	0.186	0.112	0.075	0.159	1.000
2	0.079	0.163	0.058	0.070	0.028	0.147	0.100	0.074	0.282	1.000
3	0.076	0.165	0.056	0.070	0.030	0.148	0.096	0.073	0.288	1.000
4	0.079	0.168	0.051	0.069	0.026	0.135	0.090	0.069	0.312	1.000
5	0.110	0.227	0.064	0.085	0.035	0.153	0.095	0.060	0.171	1.000
6	0.112	0.244	0.066	0.082	0.031	0.163	0.085	0.059	0.157	1.000
7	0.092	0.257	0.056	0.078	0.036	0.150	0.089	0.061	0.181	1.000
8	0.075	0.235	0.070	0.070	0.046	0.184	0.092	0.064	0.165	1.000
