institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.179	0.045	0.318
1	0.045	0.158	0.039	0.290
2	0.047	0.192	0.049	0.353
3	0.049	0.168	0.051	0.320
4	0.057	0.256	0.052	0.478
5	0.070	0.459	0.065	0.684
6	0.074	0.381	0.083	0.633
7	0.082	0.340	0.098	0.643
8	0.071	0.214	0.147	0.535
9	0.102	0.318	0.078	0.664
