institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.019	0.151	0.014	0.193
1	0.019	0.161	0.014	0.201
2	0.026	0.200	0.013	0.253
3	0.046	0.295	0.018	0.387
4	0.042	0.256	0.025	0.351
5	0.046	0.273	0.037	0.392
6	0.052	0.294	0.031	0.417
7	0.053	0.202	0.049	0.384
8	0.055	0.187	0.052	0.379
9	0.042	0.134	0.058	0.282
10	0.058	0.217	0.039	0.355
