institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.045	0.181	0.044	0.320
1	0.050	0.165	0.057	0.331
2	0.053	0.231	0.053	0.428
3	0.052	0.103	0.073	0.278
4	0.045	0.067	0.037	0.180
5	0.033	0.187	0.025	0.256
