institution_count	attainm_bach_to_higher_latinx	attainm_bach_to_higher_white	attainm_bach_to_higher_black	attainm_bach_to_higher_all
0	0.044	0.170	0.046	0.310
1	0.054	0.201	0.033	0.328
2	0.051	0.258	0.047	0.433
3	0.057	0.261	0.037	0.424
4	0.048	0.299	0.063	0.502
5	0.063	0.343	0.078	0.595
